outcome	predictor	adjustment	beta	SE	OR	p	type	n_total	n_cases	n_controls	HWE_p	allele_freq	n_no_snp	note
binary_delivery	280	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	280.1	NA	0.23786935077622198	0.27124571841138845	1.2685434477811346	0.38051295945289876	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	280.2	NA	2.0155904387083177	0.8185652335443827	7.505157408690517	0.013803161904770845	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	281	NA	-8.727711926966874	72.46286105947806	1.6203277522896582e-4	0.9041314917902189	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	281.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	281.11	NA	0.6795577502287773	0.9138680559381576	1.9730049782567944	0.45711488511416126	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	281.12	NA	-11.505973502394882	107.98893214733354	1.0069761835624377e-5	0.9151478031417363	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	281.13	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	281.9	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	282	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	282.5	NA	0.9189579653431759	1.4157318361142022	2.5066769842520733	0.5162708061444073	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	282.8	NA	1.5755754942263902	1.2260309711208053	4.833522482129528	0.19875646006302655	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	282.9	NA	0.2597167858642362	1.2307274826795203	1.2965628297407619	0.8328661664106505	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	283	NA	2.12767845931052	1.1597521469751602	8.395354014380752	0.06656534045196354	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	283.1	NA	0.7454423397447647	1.4148165739428569	2.107373403855679	0.5982750663228064	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	283.2	NA	-9.648587400605106	83.9371906829021	6.451663886022295e-5	0.9084846842226664	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	283.21	NA	0.7705514775591271	1.414603631216202	2.160957644889372	0.5859516568010004	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	284	NA	2.0978191271239686	0.8200057864249696	8.148379939989661	0.010518592416246088	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	284.1	NA	0.8320761665586782	0.4605442935750842	2.2980849980015052	0.07080541234332331	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	284.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	285	NA	1.0775621983135182	0.18249514400339537	2.9375097491181976	3.5348728663172637e-9	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	285.1	NA	1.616493727334285	0.3772344748631377	5.035403829053092	1.8264333454621605e-5	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	285.2	NA	1.9669476822556393	1.157742625234922	7.148822674620885	0.08932846671820271	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	285.21	NA	13.498518688821703	108.01735288960643	728336.6771033078	0.9005503048891874	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	285.22	NA	0.2251624510032627	0.8682396754482736	1.2525261737990172	0.7953789851119272	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	285.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	285.8	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	286	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	286.1	NA	-8.633702101178446	72.46285787384032	1.780044334110963e-4	0.9051592235777035	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.11	NA	-0.6994444450886019	0.5467635360357438	0.4968612608434091	0.2008108418590446	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.12	NA	0.5708939050400582	0.3112999296469942	1.7698484209549716	0.06666837980042258	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.13	NA	10.691042160626656	72.46285663158673	43960.29682371807	0.8827072006891596	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.2	NA	0.3947837273562158	0.2851692719933893	1.4840631939402362	0.16624095922922566	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.3	NA	0.21254554562782838	0.1636787990779368	1.2368224441371998	0.19409748124576295	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.4	NA	1.0142227402896593	1.4192932600978534	2.7572194886761734	0.4748580840014398	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.5	NA	12.540804986968933	87.70411467912315	279513.25291615754	0.8862981362506099	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.6	NA	0.34875519275196964	1.2310109253484542	1.417302182021835	0.7769407767285129	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.7	NA	1.1088585571915042	0.3035242733888585	3.030896823836219	2.5891362493576036e-4	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.8	NA	0.6192918221771695	0.9172347459815507	1.8576120562637701	0.4995660752738481	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.81	NA	0.6300033690338607	0.23382844551036802	1.8776169050086176	0.007053719843661592	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	286.9	NA	1.346284627947287	0.7663762294717695	3.8431203506735447	0.07897084779191572	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	287	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	287.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	287.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	287.3	NA	0.586395185319358	0.2327400599593592	1.7974970785369362	0.011751216814169083	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	287.31	NA	0.11209604971733161	0.3285533636232421	1.1186202986487543	0.7329675903812384	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	287.32	NA	0.999738727252205	0.8174907567732398	2.717571708268009	0.22135393881028403	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	287.4	NA	0.30922198602007506	1.2250791550682216	1.3623647628703413	0.8007243250776033	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	288	NA	0.8455201367132483	0.6084376216380932	2.329188996261946	0.1646327901092711	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	288.1	NA	2.512485348834793	1.097074619477462	12.335550139125283	0.022011571135347303	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	288.11	NA	1.0459222916892366	0.41962357192226407	2.8460221761798037	0.012683836012002339	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	288.2	NA	1.44673270108437	0.3382911882015575	4.249208375864083	1.897778828600164e-5	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	288.3	NA	0.700200097772956	0.9135170345252681	2.0141556952196566	0.4433858246030598	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	289	NA	-0.4823141571359136	0.7842572959313804	0.617353085419586	0.5385581559825201	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	289.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	289.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	289.4	NA	-0.22282220695554394	0.38149054235113955	0.8002571167962361	0.5591643543863929	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	289.5	NA	2.2646599834009495	1.1200339988451997	9.627850415548648	0.043180849750203684	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	289.8	NA	-8.652880342283364	72.46286296928417	1.7462314865368723e-4	0.9049495565473983	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	289.9	NA	10.49813318362527	72.46285715348536	36247.771539663656	0.8848087289700267	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	290	NA	1.0326938394281135	1.4144248772996637	2.8086216287640933	0.46531945242443923	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	290.1	NA	10.675712778767847	72.46285683005573	43291.551469185404	0.8828741674787334	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	290.13	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	290.16	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	290.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	290.3	NA	-0.49056280528227897	1.1209375586991535	0.6122817018201456	0.6616500564900082	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	291	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	291.1	NA	0.7957620438972063	0.8196404843390026	2.216129141189782	0.3316144245171993	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	291.4	NA	0.5035248662061788	0.5292370566733563	1.6545430470541838	0.3413929894526219	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	291.8	NA	-0.18508822516588053	0.6692447654464119	0.8310309627732485	0.7821158104266874	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292	NA	-10.71339055240145	112.9652592482037	2.2245060980409295e-5	0.9244435644531975	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.1	NA	0.7240530133765403	0.674077356888591	2.062776752750165	0.28276023080552254	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.11	NA	1.0176563807263803	1.0074921883114005	2.766703061277072	0.31245284029003023	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.12	NA	-8.190445587684845	72.4628640253352	2.772902995661522e-4	0.9100071204286271	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.2	NA	-9.654310997193624	83.30042557076993	6.414842640113314e-5	0.9077337777734571	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.3	NA	0.23540996942466463	0.8692051691978673	1.2654274489673163	0.7865190124384411	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.4	NA	1.5841187916397659	0.5020975028487169	4.874993600055234	0.0016049682332411476	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.5	NA	-10.727015792931983	113.30858396966893	2.194402219410675e-5	0.9245763014770183	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	292.6	NA	0.8775754443783141	1.41473853884039	2.405061426457956	0.5350541864493163	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	293	NA	-0.017578136457015208	1.1564091692990817	0.9825754577005184	0.9878721269553508	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	293.1	NA	-0.7050819684483562	0.7767779962696153	0.49406807460285995	0.3640363485183751	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	295	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	295.1	NA	0.7133168652286208	0.6084353240396461	2.0407489344824445	0.24104488170480987	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	295.2	NA	0.23926248712321135	0.8698906387470912	1.2703119333507096	0.7832786487405827	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	295.3	NA	1.0704946031807987	0.6085650879481376	2.916821812607725	0.07856952283373245	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	296	NA	0.14404200290119498	0.1567099385785268	1.1549326180267785	0.3580102353696836	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	296.1	NA	0.20868733814839396	0.12406518621634235	1.232059720229064	0.09255368791605702	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	296.2	NA	0.36544680089490794	0.11886987699890103	1.441157774904257	0.0021096656973768834	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	296.22	NA	0.12844368872682707	0.10975783275415804	1.1370573903390793	0.24190189813673768	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	297	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	297.1	NA	0.529355901218832	0.4360197528289295	1.697838380725913	0.22472327174536544	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	297.2	NA	0.562742981271088	0.542308404599381	1.7554811541849962	0.2994187191109212	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300	NA	0.494801790890454	0.45202418663624966	1.6401731095847447	0.27367628924523474	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.1	NA	0.19530002183758566	0.12253788038910149	1.2156756610275625	0.11098239523711449	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.11	NA	-0.1483294686459608	0.21477417625312836	0.8621470177335022	0.48979815016797074	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.12	NA	0.11969137138022469	0.24152202416476246	1.1271489274747015	0.6201969412068669	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.13	NA	0.9525288968962002	1.43068568651287	2.5922569276417167	0.5055486111714597	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	300.3	NA	0.22177963255833102	0.4065244554852869	1.2482962636982182	0.5853749368718918	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.4	NA	0.2693308268851771	0.25355632882023865	1.3090881509722634	0.2881390027327445	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.8	NA	0.22872540354926998	0.489732610162302	1.256996824748048	0.6404702589766617	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	300.9	NA	0.3880179260070852	0.11729639253778178	1.4740562079933335	9.396063480637493e-4	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	301	NA	0.7787398002039795	0.4110028700320478	2.178724906068683	0.0581280739706188	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	301.1	NA	1.0897319761550757	1.4242399966128976	2.9734770030118725	0.4441927880500599	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	301.2	NA	0.4361169395684607	0.26956881416400924	1.546689653395016	0.10569889938494406	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	302	NA	1.073684997691812	0.8188498650632111	2.9261424853138305	0.1897864675200517	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	302.1	NA	-8.666518584656856	72.4628678035244	1.7225776234789883e-4	0.9048004614474023	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	303	NA	0.9967632882931682	1.4145781825088384	2.709497757264153	0.4810365355232523	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	303.1	NA	0.15442322019451155	1.2321073333130819	1.166984673761379	0.9002602416131081	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	303.3	NA	-9.316439503154836	84.47378957722827	8.993354914696233e-5	0.9121810282871651	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	303.31	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	303.4	NA	0.2787103941836346	0.5504491061260508	1.3214245962002908	0.6126230956177685	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	304	NA	-0.1718893543560599	0.20943586180960647	0.8420723396504369	0.41180263713436754	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	305.2	NA	-0.08081416208692889	0.3277726980943074	0.9223650859209761	0.8052522457943943	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	305.21	NA	0.20584864493669577	0.6145038061957254	1.2285672400499834	0.7376375217027253	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	306	NA	0.053611159826824725	0.5945865322020828	1.055074267122137	0.928155742592916	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	306.1	NA	0.5879036758975198	0.11210787665582438	1.8002106321146178	1.5705643188669656e-7	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	306.9	NA	-9.843475122257512	84.46024968568898	5.3092487277575554e-5	0.9072201051281311	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	312	NA	0.5520687942020063	0.3472320648615918	1.7368424733034544	0.11185440377241136	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	312.3	NA	-0.05791254452485419	0.8418554556224713	0.9437324784001626	0.94515554157702375	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	313	NA	-9.744348506106785	84.44987350791051	5.862504837098249e-5	0.9081390306755351	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	313.1	NA	-0.341490924114264	0.24350275424658427	0.7107099179125935	0.16079257125239851	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	313.2	NA	0.9153804941318894	1.415873807541202	2.4977254409961076	0.5179473311491921	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	313.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	315	NA	0.8574641459217384	1.0027456968088415	2.3571756548229637	0.39248679107508544	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	315.1	NA	-8.863052630686232	72.46286318369164	1.4152238851355595e-4	0.902652202946665	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	315.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	315.3	NA	0.012056039520396971	1.226506744848089	1.0121290065009525	0.9921572604991354	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	316	NA	0.1886408398090287	0.072788041123601	1.2076071501706307	0.009551798620576025	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	316.1	NA	-8.91048341960577	72.46286500455403	1.3496657272834704e-4	0.9021338603490043	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	317	NA	-0.2600343318500979	0.4011129071012717	0.7710251146305095	0.5168024865492986	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	317.1	NA	-0.33399910136259137	0.3764592041653806	0.7160544257002129	0.3749648045424507	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	317.11	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	318	NA	0.34142090701003336	0.08494963388525839	1.4069453093939879	5.842135921439175e-5	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	320	NA	-0.4119218554385723	0.6468715142279323	0.6623760351145156	0.524261092914128	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	323	NA	-8.619366754040342	72.46285621497157	1.805745666181764e-4	0.9053159525740143	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	323.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	323.8	NA	1.035451196872818	1.4143971708007028	2.8163766893450477	0.46412003537908425	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	324	NA	-8.589118233797265	72.46285829895754	1.861201297611525e-4	0.9056466803639664	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	324.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	325	NA	-0.8043226158295863	1.0823132536066207	0.4473908794397495	0.45739001998837087	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327	NA	0.7577978800165702	0.5877019930961745	2.133572660504057	0.19725023427771327	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.1	NA	0.13321447361580227	0.8381128550208591	1.1424950070912046	0.8737116180972059	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.3	NA	1.252059008180941	0.6733262320951015	3.4975370059262607	0.06295443174254697	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.31	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	327.32	NA	1.132513099498462	0.28213216726131907	3.1034459766877616	5.9667337150585726e-5	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.4	NA	0.2995475594853809	0.32576343714567774	1.349248214901288	0.35782113985502845	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.41	NA	0.9921989323801483	1.4262461765255408	2.6971588262126827	0.4866345270026021	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.5	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	327.6	NA	-8.526418500683556	72.46285701311278	1.9816342266881768e-4	0.9063322642697171	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.7	NA	10.651447685165715	72.46286135927278	42253.720376863326	0.8831384789345569	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.71	NA	1.8148932112728484	1.2280567763931018	6.140420414751264	0.13944585991717184	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	327.72	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	331	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	331.1	NA	0.8943262035284945	0.5803458082286425	2.445687338665314	0.12331120298547635	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	331.9	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	332	NA	-8.616528715109958	72.46285765299756	1.8108777217228076e-4	0.905346983716454	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	333	NA	10.271976926442873	72.46286190065456	28910.9856001132	0.8872734868987575	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	333.1	NA	-8.445296050636925	72.46285911468536	2.149089623074716e-4	0.9072193978597798	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	333.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	333.3	NA	1.0023278693450943	1.4143070641282305	2.7246170042687767	0.478506955115487	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	333.4	NA	-0.3653551436783186	0.7931257217943288	0.6939501550992092	0.6450481225372157	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	333.8	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	334	NA	0.8630164330014546	0.8200387189558983	2.3702997714717897	0.2926117707903308	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	334.1	NA	11.53138524005139	84.42117132854955	101863.12099877214	0.8913520961066482	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	334.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	334.21	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	335	NA	-0.7392753542229596	0.48401360807749294	0.47745977940435036	0.12666518636115673	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	337	NA	1.0272236225639675	0.7096967820459731	2.7932998044229476	0.14778157319264745	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	337.1	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	338.1	NA	1.213462531762666	0.2867475643844894	3.3651163255716035	2.318134525495284e-5	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	338.2	NA	0.996082756463772	0.27413286886127486	2.707654485072494	2.795194956954312e-4	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	339	NA	-10.450784408628676	98.45486062173896	2.8925574926414353e-5	0.9154649449642094	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	340	NA	-0.2277420629435433	0.16851273838339106	0.7963296362695672	0.1765408346593189	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	340.1	NA	-0.6457078305841788	0.4899510208524819	0.5242913013162096	0.18753618258080149	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	341	NA	-10.521200228520463	74.38107826353742	2.6958814956101475e-5	0.8875144919769664	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	342	NA	1.492988549022756	0.632632944933305	4.4503758310282775	0.018276897533350257	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	343	NA	-0.41341058351898946	0.8038607169925105	0.6613906709628756	0.6070552912901056	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	344	NA	1.1134414818384335	0.5198287186806823	3.0448190735354825	0.03219837924740518	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	345	NA	0.18526118807120193	0.24060581622999624	1.2035327474761852	0.4413129358101899	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	345.1	NA	-0.1325196450324672	0.37019825560431496	0.8758857271336409	0.7203662183053408	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	345.11	NA	-0.3834182163679574	0.40099538090118914	0.6815278135895322	0.3389882900667488	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	345.12	NA	-0.06579152431431375	0.34062564563866654	0.9363260451599699	0.8468422292498878	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	345.3	NA	-0.006008134771259888	0.20816896464175566	0.9940098779780587	0.9769747977464674	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	346	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	346.1	NA	-10.579408903283602	97.78897622290249	2.5434376250033517e-5	0.9138480631829644	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	346.2	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	346.3	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	347	NA	0.4259931766748026	0.627956304124488	1.5311103278339249	0.4975306059027986	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	348	NA	1.475670223896469	1.225924360341191	4.373966327511251	0.22869764502513246	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	348.2	NA	0.6275196077971344	0.35040898508764057	1.8729591397054965	0.07332209809316044	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	348.4	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	348.7	NA	NA	NA	NA	NA	NA	22301	NA	NA	NA	NA	0	 [Error: non-varying phenotype or genotype]
binary_delivery	348.8	NA	0.3661757922143654	0.731761297165097	1.442208749441245	0.6167911068186656	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	348.9	NA	0.28780947094433684	0.5592880738667723	1.3335032088107848	0.606832779893287	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	349	NA	0.9141172201990827	1.0008296271046846	2.4945721217275607	0.36105351309660855	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	350.1	NA	0.46410979313168255	0.5187937666565744	1.5905975975449165	0.37100415807129183	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	350.2	NA	0.24841357423064014	0.38608854657705155	1.2819900206074726	0.5199575209550713	logistic	22301	5901	16400	NA	NA	0	
binary_delivery	350.3	NA	-0.7114830274504822	0.5453909514043437	0.49091561600694333	0.19205033281804337	logistic	22301	5901	16400	NA	NA	0	
